"","diameter","albedo","a","q","n","per","moid","t_jup","sigma_a","class_var"
"773",21.762,0.115,2.7692896784264,2.37737340747682,0.213870799724285,1683.25924092536,1.38849,3.298,1.4302e-08,"X"
"777",58.678,0.051,3.17228830630553,2.83977758006799,0.174439606538533,2063.75150198747,1.94884,2.976,2.8238e-08,"X"
"790",9.838,0.115,2.35112662378495,1.92676724290422,0.273394670836994,1316.77767857678,0.92691,3.534,8.7349e-09,"B"
"791",11.861,0.119,2.36815067022501,2.0536550666533,0.270451925917713,1331.10532963826,1.05818,3.52,9.0279e-09,"X"
"799",4.662,0.96,1.89186790456245,1.76545908896549,0.378763272051597,950.461743690289,0.79621,3.842,6.3712e-09,"X"
"804",5.1,0.1066,1.27110584172282,0.139651825504087,0.687751429781049,523.444931426182,0.0201917,4.511,4.2386e-10,"B"
"810",22.627,0.151,3.00734822245999,2.80712981593606,0.188985505477405,1904.90799329074,1.83709,3.227,1.7126e-08,"X"
"815",118.79,0.055,5.22114228106271,4.55649206631621,0.0826144053948183,4357.59354896452,3.56462,2.753,8.8563e-08,"T"
"819",9.607,0.101,2.78509819726006,2.59351751562994,0.212052455410206,1697.69314532858,1.61287,3.322,1.5384e-08,"X"
"826",16.058,0.224,2.79691787364665,2.429225406156,0.210709687228623,1708.51186167532,1.43032,3.299,1.4879e-08,"X"
"836",3.145,0.197,2.34276855174863,2.22544849383908,0.274859021113181,1309.7623594161,1.25154,3.553,9.1785e-09,"V"
"839",13.832,0.031,2.78584906775339,1.91502607150433,0.211966729372001,1698.37974604118,0.931584,3.248,1.2543e-08,"X"
"840",11.735,0.12,2.75003648765006,2.41278905677396,0.216120712046451,1665.73576679049,1.40391,3.322,1.4514e-08,"X"
"849",17.744,0.059,2.74066410412122,2.3418059542148,0.217230277212641,1657.22754958143,1.34416,3.327,1.3928e-08,"X"
"858",32.15,0.0297,2.71926664253128,2.3979314148493,0.219799338527101,1637.85752228554,1.41683,3.312,1.3515e-08,"X"
"873",7.972,0.088,2.39857013951325,2.20695650227223,0.265323330270985,1356.83507225813,1.19686,3.514,8.5875e-09,"X"
"879",6.084,0.61,2.4675899411025,1.95252679176764,0.254269686202831,1415.81957871623,0.961573,3.451,1.0269e-08,"X"
"881",29.049,0.046,2.75700926428768,2.5598149687648,0.21530134144152,1672.07504416679,1.58551,3.304,1.4071e-08,"X"
"882",19.631,0.106,2.85014292732451,2.57418770961558,0.204834975818823,1757.51235139853,1.56976,3.24,1.9126e-08,"X"
"893",6.588,0.338,2.33560113110703,1.98570133099394,0.276125209599977,1303.75636661908,0.988022,3.545,9.2433e-09,"V"
"903",11.54,0.2306,2.58453646586822,1.77029799210455,0.237208407409944,1517.65278444725,0.773466,3.277,1.3253e-08,"X"
"907",11.239,0.183,2.34568950867554,2.08964894996494,0.274345780952735,1312.21263454393,1.07457,3.537,9.8131e-09,"X"
"912",24.019,0.056,2.75713139511702,2.54021174724357,0.21528703600785,1672.18615052545,1.5547,3.291,1.3167e-08,"X"
"913",17.233,0.136,2.85074440076424,2.47854695634983,0.204770152593017,1758.06871969034,1.47301,3.236,1.8358e-08,"X"
"931",8.661,0.042,2.183862875852,1.98620900966625,0.305397885238418,1178.7900879502,1.00421,3.668,7.2792e-09,"X"
"933",3.282,0.514,2.35834335445658,1.90185990546898,0.272140715046449,1322.84505807429,0.902866,3.517,8.2285e-09,"X"
"952",13.132,0.051,2.74395889462876,2.72954829014989,0.216839137956399,1660.21689346684,1.71999,3.343,1.3413e-08,"X"
"960",17.989,0.202,2.77474205546181,2.3784116525015,0.213240724292258,1688.23287012757,1.39728,3.066,1.549e-08,"B"
"1013",3.183,0.037,2.73484716618273,1.22186461212268,0.217923709044793,1651.9542622414,0.212293,3.105,2.9224e-09,"X"
"1015",2.339,0.089,1.55124232183377,1.03569150309944,0.510134395505009,705.696387407121,0.135102,4.163,2.7633e-08,"L"
"1022",0.451,0.095,1.00808372440118,0.694189768459063,0.973776230280556,369.69479106743,0.0317855,5.995,4.2095e-10,"X"
"1038",5.6,0.181,3.57869025234721,1.43828610358796,0.145585428261427,2472.77494938264,0.473576,2.77,6.5705e-08,"X"
